Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
RHE;712450;USD;2015;FY;2015-12-31;2016-03-30;2017-04-17;1639344;1639344;18400000;;;-26041000;-10544000;;-7345000;-7641000;-9380000;-8462000;-17021000;-680000;-17701000;-110000;-17811000;-4892000;-23518000;-28726000
RHE;712450;USD;2016;FY;2016-12-31;2017-04-17;2018-04-16;1657004;1657004;27601000;;;-23082000;-7714000;;-5296000;4519000;-7221000;-7149000;-2702000;8505000;5803000;163000;5966000;-13428000;-7462000;-14797000
RHE;712450;USD;2017;FY;2017-12-31;2018-04-16;2018-04-16;1646591;1646591;25148000;;;-20010000;-4488000;;-4868000;5138000;-4569000;-4095000;569000;-63000;506000;188000;694000;-1679000;-985000;-8599000
RHE;712450;USD;2018;FY;2018-12-31;2019-05-17;2019-05-17;1676000;1676000;22046000;;;-22838000;-3692000;;-4634000;-792000;-5981000;-5929000;-6773000;-5234000;-12007000;38000;-11969000;74000;-11895000;-19880000
RHE;712450;USD;2019;FY;2019-12-31;2020-03-27;2021-03-29;1688000;1688000;20134000;;;-14672000;-3192000;;-3438000;5462000;-5271000;-5265000;191000;4683000;4874000;;4874000;626000;5500000;-3497000
RHI;378208;USD;2015;FY;2015-12-31;2016-02-17;2017-02-13;131749000;132930000;5094933000;-2980462000;2114471000;-1533991000;-1533799000;;-192000;580480000;550000;550000;581030000;;581030000;-223234000;357796000;;357796000;357796000
RHI;378208;USD;2016;FY;2016-12-31;2017-02-13;2017-02-13;127991000;128766000;5250399000;-3089723000;2160676000;-1607454000;-1606217000;;-1237000;553222000;888000;888000;554110000;;554110000;-210721000;343389000;;343389000;343389000
RHI;378208;USD;2017;FY;2017-12-31;2018-02-20;2018-02-20;124152000;124892000;5266789000;-3102977000;2163812000;-1648095000;-1646532000;;-1563000;515717000;1799000;1799000;517516000;;517516000;-226932000;290584000;;290584000;290584000
RHI;378208;USD;2018;FY;2018-12-31;2019-02-15;2021-02-12;120513000;121602000;5800271000;-3389259000;2411012000;-1812306000;-1810601000;;-1705000;598706000;-7104000;4382000;591602000;;591602000;-157314000;434288000;;434288000;434288000
RHI;378208;USD;2019;FY;2019-12-31;2020-02-14;2021-02-12;115656000;116411000;6074432000;-3549303000;2525129000;-1959656000;-1958295000;;-1361000;565473000;60042000;5125000;625515000;;625515000;-171082000;454433000;;454433000;454433000
RHT;94011;USD;2015;FY;2016-02-29;2016-04-26;2018-04-26;182817000;186119000;2052230000;-309629000;1742601000;-1454553000;-1041231000;-413322000;;288048000;-13183000;-11448000;274865000;;274865000;-75500000;199365000;;199365000;199365000
RHT;94011;USD;2016;FY;2017-02-28;2017-04-26;2019-04-24;179642000;182961000;2411803000;-354378000;2057425000;-1723350000;-1242682000;-480668000;;334075000;-12065000;-9901000;322010000;;322010000;-66620000;255390000;;255390000;255390000
RHT;94011;USD;2017;FY;2018-02-28;2018-04-26;2019-04-24;177150000;184602000;2920461000;-431797000;2488664000;-2012932000;-1434602000;-578330000;;475732000;2259000;-6076000;477991000;;477991000;-216140000;261851000;;261851000;261851000
RHT;94011;USD;2018;FY;2019-02-28;2019-04-24;2019-04-24;176773000;186321000;3362069000;-498251000;2863818000;-2351586000;-1683044000;-668542000;;512232000;5823000;10693000;518055000;;518055000;-84067000;433988000;;433988000;433988000
RICK;100383;USD;2016;FY;2016-09-30;2016-12-13;2018-12-31;9941000;10229000;134860000;-20546000;114314000;-93621000;-43075000;;-7328000;20693000;-7851000;-7851000;12842000;;12842000;-2373000;10469000;;11218000;11218000
RICK;100383;USD;2017;FY;2017-09-30;2018-02-14;2018-12-31;9731000;9743000;144896000;-20721000;124175000;-101036000;-46775000;;-6920000;23139000;-8498000;-8498000;14641000;;14641000;-6359000;8282000;;8259000;8259000
RICK;100383;USD;2018;FY;2018-09-30;2018-12-31;2020-12-14;9719000;9719000;165748000;-22909000;142839000;-115277000;-53824000;;-7722000;27562000;-9720000;-9720000;17842000;;17842000;3118000;20960000;;20879000;20879000
RICK;100383;USD;2019;FY;2019-09-30;2020-02-13;2021-12-14;9657000;9657000;181059000;-24937000;156122000;-121421000;-59896000;;-9072000;34701000;-9900000;-9900000;24801000;-612000;24189000;-3744000;20445000;;20294000;20294000
RICK;100383;USD;2020;FY;2020-09-30;2020-12-14;2021-12-14;9199000;9199000;132327000;-19435000;112892000;-110146000;-51692000;;-8836000;2746000;-9487000;-9487000;-6741000;-64000;-6805000;493000;-6312000;;-6085000;-6085000
RIDE;998523;USD;2019;FY;2019-12-31;2020-03-25;2021-06-08;72934000;72934000;;;;-10391000;-4526000;-5865000;;-10391000;;;-10391000;;-10391000;;-10391000;;-10391000;-10391000
RIG;350729;USD;2015;FY;2015-12-31;2016-02-25;2018-02-21;363000000;363000000;7386000000;-2955000000;4431000000;-3066000000;-192000000;;-963000000;1365000000;-373000000;-410000000;992000000;23000000;1015000000;-120000000;895000000;2000000;865000000;865000000
RIG;350729;USD;2016;FY;2016-12-31;2017-03-07;2018-02-21;367000000;367000000;4161000000;-1875000000;2286000000;-1154000000;-172000000;;-893000000;1132000000;-346000000;-389000000;786000000;148000000;934000000;-107000000;827000000;;778000000;778000000
RIG;350729;USD;2017;FY;2017-12-31;2018-02-21;2019-02-19;391000000;391000000;2973000000;-1389000000;1584000000;-4089000000;-156000000;;-832000000;-2505000000;-443000000;-448000000;-2948000000;-55000000;-3003000000;-94000000;-3097000000;;-3127000000;-3127000000
RIG;350729;USD;2018;FY;2018-12-31;2019-02-19;2021-03-01;468000000;468000000;3018000000;-1799000000;1219000000;-1006000000;-188000000;;-818000000;213000000;-521000000;-567000000;-308000000;-1467000000;-1775000000;-228000000;-2003000000;;-1996000000;-1996000000
RIG;350729;USD;2019;FY;2019-12-31;2020-02-18;2021-03-01;612000000;612000000;3088000000;-2140000000;948000000;-1060000000;-193000000;;-855000000;-112000000;-436000000;-617000000;-548000000;-650000000;-1198000000;-59000000;-1257000000;;-1255000000;-1255000000
RIGL;909018;USD;2015;FY;2015-12-31;2016-03-08;2018-03-06;88434000;88434000;28895000;;;-80638000;-17813000;-62825000;;-51743000;222000;222000;-51521000;57000;-51464000;;-51464000;;-51464000;-51464000
RIGL;909018;USD;2016;FY;2016-12-31;2017-03-07;2019-02-28;94387000;94387000;20383000;;;-84354000;-20908000;-63446000;;-63971000;437000;437000;-63534000;-5682000;-69216000;;-69216000;;-69216000;-69216000
RIGL;909018;USD;2017;FY;2017-12-31;2018-03-29;2019-02-28;126324000;126324000;4484000;;;-84100000;-37831000;-46269000;;-79616000;892000;892000;-78724000;732000;-77992000;;-77992000;;-77992000;-77992000
RIGL;909018;USD;2018;FY;2018-12-31;2019-02-28;2021-03-02;160529000;160529000;44509000;-287000;44222000;-116905000;-70002000;-46903000;;-72683000;2203000;2203000;-70480000;;-70480000;;-70480000;;-70480000;-70480000
RIGL;909018;USD;2019;FY;2019-12-31;2020-02-27;2021-03-02;167400000;167400000;59288000;-906000;58382000;-127473000;-74588000;-52885000;;-69091000;2197000;2197000;-66894000;;-66894000;;-66894000;;-66894000;-66894000
RIHT;658986;USD;2015;FY;2015-12-31;2016-03-30;2017-04-14;94120902;94120902;832215;;;-4829445;-4714793;;-114652;-3997230;-6270;-6270;-4003500;568933;-3434567;;-3434567;;-3434567;-3434567
RIHT;658986;USD;2016;FY;2016-12-31;2017-04-14;2017-04-14;120430719;120430719;778215;;;-2515032;-2426625;;-88407;-1736817;-31637;-31637;-1768454;412707;-1355747;;-1355747;;-1355747;-1355747
RIOT;1072404;USD;2018;FY;2018-12-31;2019-04-23;2020-03-25;13403846;13403846;7845000;-5820000;2025000;-26125000;-20858000;;-5267000;-24100000;-53000;-123000;-24153000;-36855000;-61008000;699000;-60309000;96000;-58008000;-58008000
RIOT;1072404;USD;2019;FY;2019-12-31;2020-04-29;2021-03-31;19597977;19597977;6837000;-6097000;740000;-9278000;-9159000;;-119000;-8538000;752000;-122000;-7786000;-12660000;-20446000;143000;-20303000;;-20039000;-20039000
RKDA;824887;USD;2015;FY;2015-12-31;2016-03-08;2017-03-08;1427956;1427956;5414000;;;-20977000;-11119000;-9858000;;-15563000;-2137000;-2658000;-17700000;-230000;-17930000;-26000;-17956000;;-17956000;-20727000
RKDA;824887;USD;2016;FY;2016-12-31;2017-03-08;2018-03-20;2218341;2218341;3188000;;;-21808000;-12250000;-9558000;;-18620000;-979000;-1319000;-19599000;;-19599000;-25000;-19624000;;-19624000;-19624000
RKDA;824887;USD;2017;FY;2017-12-31;2018-04-13;2019-04-01;2156201;2156201;4026000;;;-18341000;-10651000;-7690000;;-14315000;-466000;-747000;-14781000;-900000;-15681000;-26000;-15707000;;-15707000;-15707000
RKDA;824887;USD;2018;FY;2018-12-31;2019-04-01;2019-04-01;3766419;3766419;1464000;;;-18334000;-11604000;-6730000;;-16870000;-2161000;-2555000;-19031000;5561000;-13470000;-10000;-13480000;;-13480000;-13480000
RKDA;824887;USD;2019;FY;2019-12-31;2020-03-25;2021-03-31;6363112;6363112;1169000;;;-21550000;-13567000;-7983000;;-20381000;-247000;-713000;-20628000;-8243000;-28871000;-2000;-28873000;;-28805000;-28805000
RL;331016;USD;2015;FY;2016-03-31;2016-05-19;2018-05-23;88200000;89100000;7405200000;-3218500000;4186700000;-3412500000;-3412500000;;;774200000;-31000000;-14700000;743200000;-191400000;551800000;-155400000;396400000;;396400000;396400000
RL;331016;USD;2016;FY;2017-03-31;2017-05-18;2018-05-23;85200000;85900000;6652800000;-3001700000;3651100000;-3171000000;-3171000000;;;480100000;-12600000;-5100000;467500000;-572400000;-104900000;5600000;-99300000;;-99300000;-99300000
RL;331016;USD;2017;FY;2018-03-31;2018-05-23;2018-05-23;82700000;82700000;6182300000;-2430600000;3751700000;-3095500000;-3095500000;;;656200000;-9000000;-5900000;647200000;-158000000;489200000;-326400000;162800000;;162800000;162800000
RL;331016;USD;2018;FY;2019-03-31;2019-05-16;2021-05-20;80600000;81700000;6313000000;-2427000000;3886000000;-3168300000;-3168300000;;;717700000;20700000;20100000;738400000;-155900000;582500000;-151600000;430900000;;430900000;430900000
RL;331016;USD;2019;FY;2020-03-31;2020-05-27;2021-05-20;75800000;77200000;6159800000;-2506500000;3653300000;-3237500000;-3237500000;;;415800000;9400000;16800000;425200000;-98800000;326400000;57900000;384300000;;384300000;384300000
RLGY;447285;USD;2015;FY;2015-12-31;2016-02-24;2017-02-24;146500000;148100000;5706000000;-2931000000;2775000000;-2222000000;-563000000;;-201000000;553000000;-228000000;-231000000;325000000;-43000000;282000000;-110000000;188000000;;184000000;184000000
RLGY;447285;USD;2016;FY;2016-12-31;2017-02-24;2017-02-24;144500000;145800000;5810000000;-2945000000;2865000000;-2306000000;-562000000;;-202000000;559000000;-173000000;-174000000;386000000;-37000000;349000000;-144000000;217000000;;213000000;213000000
RLGY;447285;USD;2017;FY;2017-12-31;2018-02-27;2019-02-26;136700000;138400000;6114000000;-3230000000;2884000000;-2367000000;-625000000;;-198000000;517000000;-159000000;-158000000;358000000;-7000000;351000000;65000000;434000000;;431000000;431000000
RLGY;447285;USD;2018;FY;2018-12-31;2019-02-26;2021-02-23;124000000;125300000;6079000000;-3282000000;2797000000;-2329000000;-586000000;;-195000000;468000000;-190000000;-190000000;278000000;-69000000;209000000;-65000000;140000000;;137000000;137000000
RLGY;447285;USD;2019;FY;2019-12-31;2020-02-25;2021-02-23;114200000;114200000;5870000000;-3156000000;2714000000;-2334000000;-608000000;;-195000000;380000000;-250000000;-250000000;130000000;-319000000;-189000000;-14000000;-185000000;;-188000000;-188000000
RLJE;653411;USD;2015;FY;2015-12-31;2016-04-29;2017-03-23;4251000;4251000;98970000;-76686000;22284000;-32798000;-28661000;;-4137000;-10514000;-9153000;-9968000;-19667000;-28887000;-48554000;-165000;-48719000;-6261000;-54980000;-57606000
RLJE;653411;USD;2016;FY;2016-12-31;2017-03-23;2018-03-16;4603000;4603000;80238000;-53847000;26391000;-30096000;-27139000;;-2957000;-3705000;-6615000;-8400000;-10320000;-8122000;-18442000;-155000;-18597000;-3277000;-21874000;-26175000
RLJE;653411;USD;2017;FY;2017-12-31;2018-03-16;2018-03-16;9741000;9741000;86304000;-49174000;37130000;-36305000;-32600000;;-3705000;825000;-2146000;-8622000;-1321000;-3571000;-4892000;-1234000;-6126000;;-6126000;-7281000
RMBL;647388;USD;2015;FY;2015-12-31;2016-03-14;2017-02-14;175685;175685;;;;-41552;-2529;;-1900;-41552;-7257;-7257;-48809;;-48809;0;-48809;;-48809;-48809
RMBL;647388;USD;2016;FY;2016-12-31;2017-02-14;2018-02-27;279069;279069;0;;;-213393;-211493;;-1900;-213393;-11698;-11698;-225091;;-225091;513;-224578;;-224578;-224578
RMBL;647388;USD;2017;FY;2017-12-31;2018-03-30;2018-03-30;495879;495879;7305902;-7027793;278109;-8255466;-7586999;;-668467;-7977357;-595966;-595966;-8573323;;-8573323;0;-8573323;;-8573323;-8573323
RMBL;647388;USD;2018;FY;2018-12-31;2019-04-01;2019-04-01;741658;741658;156398231;-143761940;12636291;-36037423;-35053417;;-984006;-23401132;-1780685;-1780685;-25181817;;-25181817;0;-25181817;;-25181817;-25181817
RMBL;647388;USD;2019;FY;2019-12-31;2020-06-02;2021-03-31;1114714;1114714;840629347;-790011371;50617976;-88410675;-86624249;;-1786426;-37792699;-7187604;-7187604;-44980303;-196750;-45177053;;-45177053;;-45177053;-45177053
RMCF;515680;USD;2015;FY;2016-02-29;2016-05-23;2018-05-15;5893618;6095474;40456895;-20866482;19590413;-13550685;-7130383;;-1015910;6039728;-167855;-167855;5871873;-2326742;3545131;261400;3806531;;4425907;4425907
RMCF;515680;USD;2016;FY;2017-02-28;2017-05-23;2019-05-29;5843245;5993692;38296377;-20735739;17560638;-11976154;-6663563;;-841058;5584484;-128779;-128779;5455705;-60000;5395705;-1945589;3450116;;3450116;3450116
RMCF;515680;USD;2017;FY;2018-02-28;2018-05-15;2020-05-29;5884337;5980436;38074695;-21176711;16897984;-11677115;-6394043;;-796221;5220869;-96666;-96666;5124203;;5124203;-2160295;2963908;;2963908;2963908
RMCF;515680;USD;2018;FY;2019-02-28;2019-04-12;2021-06-01;5931431;5982638;34545447;-20599551;13945896;-10712963;-5643418;;-1153873;3232933;-50291;-50291;3182642;-226981;2955661;-716862;2238799;;2238799;2238799
RMCF;515680;USD;2019;FY;2020-02-29;2020-05-29;2021-06-01;5986371;6255343;31849796;-18214896;13634900;-12227890;-7658621;;-895395;1407010;10722;10722;1417732;-15400;1402332;-368500;1033832;;1033832;1033832
RMD;129653;USD;2016;FY;2016-06-30;2017-01-13;2018-08-17;140242000;141669000;1838713000;-772216000;1066497000;-630631000;-488057000;-118651000;-23923000;435866000;10614000;5654000;446480000;-6914000;439566000;-87157000;352409000;;352409000;352409000
RMD;129653;USD;2017;FY;2017-06-30;2017-08-04;2018-08-17;141360000;142453000;2066737000;-864992000;1201745000;-763589000;-553968000;-163043000;-46578000;438156000;-7055000;-11151000;431101000;-12358000;418743000;-76459000;342284000;;342284000;342284000
RMD;129653;USD;2018;FY;2018-06-30;2018-08-17;2018-08-17;142764000;143987000;2340196000;-978032000;1362164000;-801901000;-600369000;-155149000;-46383000;560263000;-20519000;-11977000;539744000;-18432000;521312000;-205724000;315588000;;315588000;315588000
RMD;129653;USD;2019;FY;2019-06-30;2019-08-08;2021-08-17;143111000;144484000;2606572000;-1112501000;1494071000;-899284000;-645010000;-180651000;-32424000;594787000;-60416000;-33857000;534371000;-15524000;518847000;-114255000;404592000;;404592000;404592000
RMD;129653;USD;2020;FY;2020-06-30;2020-08-13;2021-08-17;144338000;145652000;2957013000;-1239227000;1717786000;-908127000;-676689000;-201946000;-30092000;809659000;-76571000;-39356000;733088000;;733088000;-111414000;621674000;;621674000;621674000
RNG;355550;USD;2015;FY;2015-12-31;2016-02-29;2017-02-28;70069000;70069000;296228000;-87271000;208957000;-239889000;-186965000;-52924000;;-30932000;-2430000;-1123000;-33362000;;-33362000;1263000;-32099000;;-32099000;-32099000
RNG;355550;USD;2016;FY;2016-12-31;2017-02-28;2017-02-28;72994000;72994000;379724000;-92211000;287513000;-313465000;-247951000;-65514000;;-25952000;-3121000;-746000;-29073000;;-29073000;-236000;-29309000;;-29309000;-29309000
RNG;355550;USD;2017;FY;2017-12-31;2018-02-26;2018-02-26;76281000;76281000;501526000;-121271000;380255000;-407530000;-332382000;-75148000;;-27275000;1392000;-99000;-25883000;;-25883000;-258000;-26141000;;-26141000;-26141000
RNG;355550;USD;2018;FY;2018-12-31;2019-02-27;2021-02-26;79500000;79500000;673624000;-157129000;516495000;-532931000;-431889000;-101042000;;-16436000;-9627000;-16102000;-26063000;;-26063000;-140000;-26203000;;-26203000;-26203000
RNG;355550;USD;2019;FY;2019-12-31;2020-02-26;2021-02-26;83130000;83130000;902858000;-231043000;671815000;-717490000;-581127000;-136363000;;-45675000;-11265000;-20512000;-56940000;;-56940000;3333000;-53607000;;-53607000;-53607000
RNLX;1253387;USD;2018;FY;2018-06-30;2018-10-28;2020-10-28;42561600;42561600;;;;-567000;-374000;-193000;;-567000;-5000;;-572000;;-572000;;-572000;;-572000;-572000
RNLX;1253387;USD;2019;FY;2019-06-30;2019-10-28;2021-10-21;42561600;42561600;;;;-7053000;-2737000;-4316000;;-7053000;38000;;-7015000;-35286000;-42301000;;-42301000;;-42301000;-42301000
RNLX;1253387;USD;2020;FY;2020-06-30;2020-10-21;2021-10-21;59079522;59079522;;;;-10315000;-5750000;-4565000;;-10315000;471000;;-9844000;;-9844000;;-9844000;;-9844000;-9844000
ROAD;1291788;USD;2017;FY;2017-09-30;2017-12-04;2018-12-14;41817541;41817541;568212000;-477241000;90971000;-47867000;-47867000;;;43104000;-4165000;-3960000;38939000;1843000;40782000;-14742000;26040000;;26040000;26040000
ROAD;1291788;USD;2018;FY;2018-09-30;2018-11-14;2019-12-13;45605845;45919648;680096000;-580560000;99536000;-55303000;-55303000;;;44233000;-1371000;-1270000;42862000;17195000;60057000;-10525000;50791000;;50791000;50791000
ROAD;1291788;USD;2019;FY;2019-09-30;2019-12-13;2021-11-29;51421159;51427220;783238000;-665285000;117953000;-62724000;-62724000;;;55229000;-1445000;-1861000;53784000;1909000;55693000;-13909000;43121000;;43121000;43121000
ROAD;1291788;USD;2020;FY;2020-09-30;2020-12-11;2021-11-29;51489211;51636934;785679000;-663467000;122212000;-68597000;-68597000;;;53615000;-2777000;-3113000;50838000;1616000;52454000;-12760000;40297000;;40297000;40297000
ROCK;548420;USD;2015;FY;2015-12-31;2016-02-18;2018-02-27;31233000;31545000;1040873000;-853897000;186976000;-133381000;-133381000;;;53595000;-11632000;-15003000;41963000;-4863000;37100000;-13624000;23476000;-28000;23448000;23448000
ROCK;548420;USD;2016;FY;2016-12-31;2017-02-21;2018-02-27;31536000;32069000;1007981000;-763219000;244762000;-161099000;-161099000;;;83663000;-23505000;-14577000;60158000;-10175000;49983000;-16264000;33719000;-44000;33675000;33675000
ROCK;548420;USD;2017;FY;2017-12-31;2018-02-27;2018-02-27;31701000;32250000;986918000;-750374000;236544000;-143448000;-143448000;;;93096000;-14941000;-14032000;78155000;-247000;77908000;-14943000;62965000;-405000;62560000;62560000
ROCK;548420;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;31979000;32534000;837097000;-626171000;210926000;-128233000;-128233000;;;82693000;-14018000;-10709000;68675000;-1552000;67123000;-13011000;54112000;9697000;63809000;63809000
ROCK;548420;USD;2019;FY;2019-12-31;2020-02-28;2021-02-25;32389000;32722000;898233000;-678336000;219897000;-139085000;-139085000;;;80812000;-2731000;-2323000;78081000;;78081000;-18153000;59928000;5163000;65091000;65091000
ROG;1092274;USD;2015;FY;2015-12-31;2016-02-23;2018-02-28;18371000;18680000;641443000;-406081000;235362000;-159107000;-131463000;-27644000;;76255000;-10082000;-4480000;66173000;;66173000;-19853000;46320000;;46320000;46320000
ROG;1092274;USD;2016;FY;2016-12-31;2017-02-21;2019-02-21;17991000;18223000;656314000;-406829000;249485000;-167854000;-139272000;-28582000;;81631000;1383000;-3930000;83014000;-734000;82280000;-33997000;48283000;;48283000;48283000
ROG;1092274;USD;2017;FY;2017-12-31;2018-02-28;2020-02-21;18154000;18547000;821043000;-502468000;318575000;-185869000;-161651000;-29547000;;132706000;3786000;-6131000;136492000;-3567000;132925000;-52466000;80459000;;80459000;80459000
ROG;1092274;USD;2018;FY;2018-12-31;2019-02-21;2021-02-19;18374000;18659000;879091000;-568308000;310783000;-194034000;-164046000;-33075000;;116749000;-2122000;-6629000;114627000;-4038000;110589000;-22938000;87651000;;87651000;87651000
ROG;1092274;USD;2019;FY;2019-12-31;2020-02-21;2021-02-19;18573000;18713000;898260000;-583968000;314292000;-201326000;-168682000;-31685000;;112966000;-2142000;-6869000;110824000;-55698000;55126000;-7807000;47319000;;47319000;47319000
ROIA;653270;USD;2015;FY;2015-12-31;2016-03-14;2017-03-10;48027888;48027888;450861000;;;-414694000;-203718000;;-35355000;36167000;-80152000;-79936000;-43985000;-7091000;-51076000;-15058000;-66134000;;-74022000;-74022000
ROIA;653270;USD;2016;FY;2016-12-31;2017-03-10;2018-03-16;47924609;47924609;456219000;;;-368075000;-198541000;;-34247000;88144000;-80494000;-81422000;7650000;2646000;10296000;-9580000;716000;;-423000;-423000
ROIA;653270;USD;2017;FY;2017-12-31;2018-03-16;2018-03-16;47169682;49632884;440041000;;;-387322000;-193741000;;-34016000;52719000;-72612000;-79220000;-19893000;9192000;-10701000;123163000;112462000;;111887000;111887000
ROIA;653270;USD;2018;FY;2018-12-31;2019-03-18;2019-03-18;45647696;48000957;439098000;;;-365458000;-185649000;;-33189000;73640000;-68425000;-76427000;5215000;-1809000;3406000;138758000;142164000;;141001000;141001000
ROIA;653270;USD;2019;FY;2019-12-31;2020-04-29;2021-03-31;44699586;47921671;436929000;;;-349833000;-193444000;;-16985000;87096000;-74175000;-81250000;12921000;;12921000;-10864000;2057000;;925000;925000
ROK;121874;USD;2016;FY;2016-09-30;2016-11-15;2018-11-09;130200000;131100000;5879500000;-3404000000;2475500000;-1461100000;-1467400000;;;1014400000;-71300000;-71300000;943100000;;943100000;-213400000;729700000;;729700000;729700000
ROK;121874;USD;2017;FY;2017-09-30;2017-11-15;2018-11-09;128400000;129900000;6311300000;-3687100000;2624200000;-1510600000;-1591500000;;;1113600000;-76200000;-76200000;1037400000;;1037400000;-211700000;825700000;;825700000;825700000
ROK;121874;USD;2018;FY;2018-09-30;2018-11-09;2020-11-10;125400000;126900000;6666000000;-3781100000;2884900000;-1571100000;-1587900000;;;1313800000;-73000000;-73000000;1240800000;90000000;1330800000;-795300000;535500000;;535500000;535500000
ROK;121874;USD;2019;FY;2019-09-30;2019-11-12;2021-11-09;118300000;119300000;6694800000;-3794700000;2900100000;-1538500000;-1538500000;;;1361600000;-92100000;-98200000;1269500000;-368500000;901000000;-205200000;695800000;;695800000;695800000
ROK;121874;USD;2020;FY;2020-09-30;2020-11-10;2021-11-09;115800000;116600000;6329800000;-3734600000;2595200000;-1479800000;-1479800000;;;1115400000;-133200000;-103500000;982200000;153900000;1136100000;-112900000;1023200000;;1023400000;1023400000
ROKU;617783;USD;2016;FY;2016-12-31;2017-02-09;2018-03-01;4746000;4746000;398649000;-277604000;121045000;-164406000;-88229000;-76177000;;-43361000;-74000;146000;-43435000;888000;-42547000;-211000;-42758000;;-42758000;-42758000
ROKU;617783;USD;2017;FY;2017-12-31;2018-02-10;2018-03-01;28308000;28308000;512763000;-312930000;199833000;-219449000;-111504000;-107945000;;-19616000;-907000;-1612000;-20523000;-42671000;-63194000;-315000;-63509000;;-63509000;-63509000
ROKU;617783;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;104618000;104618000;742506000;-410358000;332148000;-345444000;-174752000;-170692000;;-13296000;3963000;-346000;-9333000;;-9333000;476000;-8857000;;-8857000;-8857000
ROKU;617783;USD;2019;FY;2019-12-31;2020-03-02;2021-02-26;115218000;115218000;1128921000;-633697000;495224000;-560283000;-295272000;-265011000;;-65059000;4140000;-2366000;-60919000;;-60919000;982000;-59937000;;-59937000;-59937000
ROL;744726;USD;2015;FY;2015-12-31;2016-02-24;2018-02-26;491811750;491811750;1485305000;-735976000;749329000;-508264000;-463742000;;-44522000;241065000;160000;160000;241225000;1953000;243178000;-91029000;152149000;;152149000;152149000
ROL;744726;USD;2016;FY;2016-12-31;2017-02-24;2019-03-01;491049000;491049000;1573477000;-772348000;801129000;-541430000;-490528000;;-50902000;259699000;160000;160000;259859000;777000;260636000;-93267000;167369000;;167369000;167369000
ROL;744726;USD;2017;FY;2017-12-31;2018-02-26;2020-02-28;490473000;490473000;1673957000;-819943000;854014000;-560013000;-503433000;;-56580000;294001000;259000;259000;294260000;242000;294502000;-115378000;179124000;;179124000;179124000
ROL;744726;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;490936500;490936500;1821565000;-894437000;927128000;-617490000;-550698000;;-66792000;309638000;220000;220000;309858000;875000;310733000;-79070000;231663000;;231663000;231663000
ROL;744726;USD;2019;FY;2019-12-31;2020-02-28;2021-02-26;491215500;491215500;2015477000;-993593000;1021884000;-704490000;-623379000;;-81111000;317394000;-6917000;-6917000;310477000;-49317000;261160000;-57813000;203347000;;203347000;203347000
ROP;119446;USD;2015;FY;2015-12-31;2016-02-26;2018-02-23;100616000;101597000;3582395000;-1417749000;2164646000;-1136728000;-1136728000;;;1027918000;-25573000;-84225000;1002345000;0;1002345000;-306278000;696067000;;696067000;696067000
ROP;119446;USD;2016;FY;2016-12-31;2017-02-27;2018-02-23;101291000;102464000;3789925000;-1457515000;2332410000;-1277847000;-1277847000;;;1054563000;-113040000;-111559000;941523000;-871000;940652000;-282007000;658645000;;658645000;658645000
ROP;119446;USD;2017;FY;2017-12-31;2018-02-23;2019-02-25;102168000;103522000;4607500000;-1742700000;2864800000;-1654600000;-1654600000;;;1210200000;-175500000;-180600000;1034700000;0;1034700000;-62900000;971800000;;971800000;971800000
ROP;119446;USD;2018;FY;2018-12-31;2019-02-25;2021-02-22;103200000;104400000;5191200000;-1911700000;3279500000;-1883100000;-1883100000;;;1396400000;-182100000;-182100000;1214300000;-15900000;1198400000;-254000000;944400000;;944400000;944400000
ROP;119446;USD;2019;FY;2019-12-31;2020-02-28;2021-02-22;103900000;105100000;5366800000;-1939700000;3427100000;-1928700000;-1928700000;;;1498400000;-191700000;-186600000;1306700000;920700000;2227400000;-459500000;1767900000;;1767900000;1767900000
ROST;200092;USD;2015;FY;2016-01-31;2016-03-29;2018-04-03;403034000;406405000;11939999000;-8576873000;3363126000;-1738755000;-1738755000;;;1624371000;-12612000;-12612000;1611759000;;1611759000;-591098000;1020661000;;1020661000;1020661000
ROST;200092;USD;2016;FY;2017-01-31;2017-03-28;2018-04-03;392124000;394958000;12866757000;-9173705000;3693052000;-1890408000;-1890408000;;;1802644000;-16488000;-16488000;1786156000;;1786156000;-668502000;1117654000;;1117654000;1117654000
ROST;200092;USD;2017;FY;2018-01-31;2018-04-03;2018-04-03;381174000;384329000;14134732000;-10042638000;4092094000;-2043698000;-2043698000;;;2048396000;-7676000;-7676000;2040720000;;2040720000;-677967000;1362753000;;1362753000;1362753000
